CHROM,START,END,N_SNPs,TajD,Gene,Type,Population,Continent,Subsistence
3,98217000,98217000,0,nan,OR5K2,SENS,BaTwa,Africa,HG
5,9630000,9630000,3,-1.56713,TAS2R1,SENS,BaTwa,Africa,HG
5,101152000,101152000,0,nan,OR7H2P,SENS,BaTwa,Africa,HG
5,175434000,175434000,0,nan,OR1X1P,SENS,BaTwa,Africa,HG
5,177264000,177264000,0,nan,OR1X5P,SENS,BaTwa,Africa,HG
5,180120000,180120000,0,nan,OR2AI1P,SENS,BaTwa,Africa,HG
5,180167000,180167000,0,nan,OR2Y1,SENS,BaTwa,Africa,HG
6,27880000,27880000,0,nan,OR2B2,SENS,BaTwa,Africa,HG
6,27906000,27906000,0,nan,OR2W6P,SENS,BaTwa,Africa,HG
6,27945000,27945000,0,nan,OR2W4P,SENS,BaTwa,Africa,HG
6,28002000,28002000,0,nan,OR2W2P,SENS,BaTwa,Africa,HG
6,28015000,28015000,0,nan,OR2B7P,SENS,BaTwa,Africa,HG
6,28042000,28042000,0,nan,OR1F12,SENS,BaTwa,Africa,HG
6,29237000,29237000,0,nan,OR2U2P,SENS,BaTwa,Africa,HG
6,29275000,29275000,0,nan,OR14J1,SENS,BaTwa,Africa,HG
6,132022000,132022000,1,1.64882,OR2A4,SENS,BaTwa,Africa,HG
7,99474000,99474000,7,-0.259698,OR2AE1,SENS,BaTwa,Africa,HG
7,128413000,128413000,0,nan,OPN1SW,SENS,BaTwa,Africa,HG
7,128414000,128414000,0,nan,OPN1SW,SENS,BaTwa,Africa,HG
7,128415000,128415000,0,nan,OPN1SW,SENS,BaTwa,Africa,HG
7,141464000,141464000,3,-0.0845114,TAS2R3,SENS,BaTwa,Africa,HG
7,141477000,141477000,0,nan,TAS2R4,SENS,BaTwa,Africa,HG
7,141478000,141478000,3,2.45576,TAS2R4,SENS,BaTwa,Africa,HG
7,141479000,141479000,0,nan,TAS2R4,SENS,BaTwa,Africa,HG
7,141479000,141479000,0,nan,TAS2R4,SENS,BaTwa,Africa,HG
7,141480000,141480000,0,nan,TAS2R4,SENS,BaTwa,Africa,HG
7,141481000,141481000,0,nan,TAS2R24,SENS,BaTwa,Africa,HG
7,141491000,141491000,0,nan,TAS2R5,SENS,BaTwa,Africa,HG
7,141563000,141563000,0,nan,OR9A3P,SENS,BaTwa,Africa,HG
7,141587000,141587000,0,nan,OR9A1P,SENS,BaTwa,Africa,HG
7,141619000,141619000,3,-1.19531,OR9A4,SENS,BaTwa,Africa,HG
7,141673000,141673000,2,0.931902,TAS2R38,SENS,BaTwa,Africa,HG
7,142724000,142724000,0,nan,OR9A2,SENS,BaTwa,Africa,HG
7,142750000,142750000,2,-0.127299,OR6V1,SENS,BaTwa,Africa,HG
7,142760000,142760000,0,nan,OR6W1P,SENS,BaTwa,Africa,HG
7,142881000,142881000,1,-0.605596,TAS2R39,SENS,BaTwa,Africa,HG
7,142920000,142920000,0,nan,TAS2R40,SENS,BaTwa,Africa,HG
7,143135000,143135000,0,nan,EPHA1-AS1,SENS,BaTwa,Africa,HG
7,143141000,143141000,3,0.000397397,TAS2R60,SENS,BaTwa,Africa,HG
7,143175000,143175000,1,-0.860246,TAS2R41,SENS,BaTwa,Africa,HG
7,143633000,143633000,1,1.67007,OR2F2,SENS,BaTwa,Africa,HG
7,143658000,143658000,0,nan,OR2F1,SENS,BaTwa,Africa,HG
7,143678000,143678000,0,nan,OR2Q1P,SENS,BaTwa,Africa,HG
7,143702000,143702000,0,nan,OR6B1,SENS,BaTwa,Africa,HG
7,143748000,143748000,4,1.24265,OR2A5,SENS,BaTwa,Africa,HG
7,143772000,143772000,2,-0.76843,OR2A25,SENS,BaTwa,Africa,HG
7,143793000,143793000,1,-0.826179,OR2A12,SENS,BaTwa,Africa,HG
7,143807000,143807000,5,0.727859,OR2A2,SENS,BaTwa,Africa,HG
7,143816000,143816000,0,nan,OR2A15P,SENS,BaTwa,Africa,HG
7,143827000,143827000,0,nan,OR2A14,SENS,BaTwa,Africa,HG
7,143840000,143840000,0,nan,OR2A13P,SENS,BaTwa,Africa,HG
7,143855000,143855000,0,nan,OR2A3P,SENS,BaTwa,Africa,HG
7,143874000,143874000,0,nan,OR2AO1P,SENS,BaTwa,Africa,HG
7,143948000,143948000,0,nan,OR2A20P,SENS,BaTwa,Africa,HG
7,143956000,143956000,6,-0.879789,OR2A7,SENS,BaTwa,Africa,HG
7,143997000,143997000,0,nan,OR2A9P,SENS,BaTwa,Africa,HG
9,35958000,35958000,0,nan,OR2S2,SENS,BaTwa,Africa,HG
9,35992000,35992000,0,nan,OR13C6P,SENS,BaTwa,Africa,HG
9,36003000,36003000,9,1.08978,OR13C7P,SENS,BaTwa,Africa,HG
9,36014000,36014000,0,nan,OR2S1P,SENS,BaTwa,Africa,HG
9,92979000,92979000,0,nan,OR7E31P,SENS,BaTwa,Africa,HG
9,92995000,92995000,0,nan,OR7E116P,SENS,BaTwa,Africa,HG
9,93505000,93505000,0,nan,OR7E109P,SENS,BaTwa,Africa,HG
9,93514000,93514000,0,nan,OR7E108P,SENS,BaTwa,Africa,HG
9,107267000,107267000,4,0.625336,OR13F1,SENS,BaTwa,Africa,HG
9,107289000,107289000,2,-1.29595,OR13C4,SENS,BaTwa,Africa,HG
9,107299000,107299000,1,0.0525948,OR13C3,SENS,BaTwa,Africa,HG
9,107332000,107332000,0,nan,OR13C8,SENS,BaTwa,Africa,HG
9,107353000,107353000,0,nan,OR13D2P,SENS,BaTwa,Africa,HG
9,107361000,107361000,16,1.84794,OR13C5,SENS,BaTwa,Africa,HG
9,107367000,107367000,11,-0.0416301,OR13C2,SENS,BaTwa,Africa,HG
9,107380000,107380000,10,-0.178686,OR13C9,SENS,BaTwa,Africa,HG
9,107393000,107393000,0,nan,OR13I1P,SENS,BaTwa,Africa,HG
9,107457000,107457000,7,0.228638,OR13D1,SENS,BaTwa,Africa,HG
9,107485000,107485000,0,nan,OR13D3P,SENS,BaTwa,Africa,HG
9,114090000,114090000,4,0.208846,OR2K2,SENS,BaTwa,Africa,HG
9,125240000,125240000,2,-0.0842273,OR1J1,SENS,BaTwa,Africa,HG
9,125274000,125274000,0,nan,OR1J2,SENS,BaTwa,Africa,HG
9,125282000,125282000,0,nan,OR1J4,SENS,BaTwa,Africa,HG
9,125289000,125289000,6,-0.144758,OR1N1,SENS,BaTwa,Africa,HG
9,125316000,125316000,7,0.904515,OR1N2,SENS,BaTwa,Africa,HG
9,125330000,125330000,7,0.907294,OR1L8,SENS,BaTwa,Africa,HG
9,125371000,125371000,0,nan,OR1H1P,SENS,BaTwa,Africa,HG
9,125391000,125391000,8,-0.334103,OR1B1,SENS,BaTwa,Africa,HG
9,125424000,125424000,10,-0.432149,OR1L1,SENS,BaTwa,Africa,HG
9,125438000,125438000,3,0.143207,OR1L3,SENS,BaTwa,Africa,HG
9,125487000,125487000,3,-1.50515,OR1L4,SENS,BaTwa,Africa,HG
9,125513000,125513000,0,nan,OR1L6,SENS,BaTwa,Africa,HG
11,4389000,4389000,0,nan,OR52B4,SENS,BaTwa,Africa,HG
11,4400000,4400000,0,nan,OR52B3P,SENS,BaTwa,Africa,HG
11,4440000,4440000,0,nan,OR51R1P,SENS,BaTwa,Africa,HG
11,4453000,4453000,0,nan,OR52P2P,SENS,BaTwa,Africa,HG
11,4471000,4471000,3,0.913451,OR52K2,SENS,BaTwa,Africa,HG
11,4511000,4511000,0,nan,OR52K1,SENS,BaTwa,Africa,HG
11,4537000,4537000,0,nan,OR52M2P,SENS,BaTwa,Africa,HG
11,4567000,4567000,4,0.224718,OR52M1,SENS,BaTwa,Africa,HG
11,4609000,4609000,0,nan,OR52I2,SENS,BaTwa,Africa,HG
11,4616000,4616000,4,0.117285,OR52I1,SENS,BaTwa,Africa,HG
11,4674000,4674000,4,-1.2673,OR51E1,SENS,BaTwa,Africa,HG
11,4703000,4703000,7,-0.625274,OR51E2,SENS,BaTwa,Africa,HG
11,4712000,4712000,0,nan,OR51C1P,SENS,BaTwa,Africa,HG
11,4731000,4731000,0,nan,OR51F5P,SENS,BaTwa,Africa,HG
11,4740000,4740000,0,nan,OR51C4P,SENS,BaTwa,Africa,HG
11,4758000,4758000,0,nan,OR51F3P,SENS,BaTwa,Africa,HG
11,4774000,4774000,0,nan,OR51F4P,SENS,BaTwa,Africa,HG
11,4791000,4791000,1,-0.57255,OR51F1,SENS,BaTwa,Africa,HG
11,4808000,4808000,0,nan,OR51N1P,SENS,BaTwa,Africa,HG
11,4815000,4815000,0,nan,OR52Y1P,SENS,BaTwa,Africa,HG
11,4825000,4825000,2,2.22942,OR52R1,SENS,BaTwa,Africa,HG
11,4843000,4843000,1,-0.800847,OR51F2,SENS,BaTwa,Africa,HG
11,4854000,4854000,0,nan,OR51A8P,SENS,BaTwa,Africa,HG
11,4870000,4870000,3,1.21892,OR51S1,SENS,BaTwa,Africa,HG
11,4881000,4881000,3,-0.348,OR51H1,SENS,BaTwa,Africa,HG
11,4898000,4898000,0,nan,OR51H2P,SENS,BaTwa,Africa,HG
11,4904000,4904000,1,-0.605596,OR51T1,SENS,BaTwa,Africa,HG
11,4911000,4911000,0,nan,OR51A6P,SENS,BaTwa,Africa,HG
11,4929000,4929000,1,-0.605596,OR51A7,SENS,BaTwa,Africa,HG
11,4936000,4936000,2,1.05564,OR51G2,SENS,BaTwa,Africa,HG
11,4945000,4945000,5,-0.0898453,OR51G1,SENS,BaTwa,Africa,HG
11,4959000,4959000,0,nan,OR51A3P,SENS,BaTwa,Africa,HG
11,4968000,4968000,4,0.965615,OR51A4,SENS,BaTwa,Africa,HG
11,4995000,4995000,0,nan,OR51A5P,SENS,BaTwa,Africa,HG
11,5021000,5021000,0,nan,OR51L1,SENS,BaTwa,Africa,HG
11,5037000,5037000,0,nan,OR51P1P,SENS,BaTwa,Africa,HG
11,5059000,5059000,0,nan,OR52J2P,SENS,BaTwa,Africa,HG
11,5068000,5068000,6,2.29898,OR52J3,SENS,BaTwa,Africa,HG
11,5080000,5080000,7,0.0355208,OR52E2,SENS,BaTwa,Africa,HG
11,5091000,5091000,5,-0.370408,OR52E1P,SENS,BaTwa,Africa,HG
11,5098000,5098000,0,nan,OR52S1P,SENS,BaTwa,Africa,HG
11,5114000,5114000,0,nan,OR52E3P,SENS,BaTwa,Africa,HG
11,5126000,5126000,0,nan,OR52J1P,SENS,BaTwa,Africa,HG
11,5142000,5142000,5,0.836236,OR52A4,SENS,BaTwa,Africa,HG
11,5153000,5153000,0,nan,OR52A5,SENS,BaTwa,Africa,HG
11,5173000,5173000,0,nan,OR52A1,SENS,BaTwa,Africa,HG
11,5192000,5192000,0,nan,OR51A1P,SENS,BaTwa,Africa,HG
11,5199000,5199000,10,1.51469,OR52Z1P,SENS,BaTwa,Africa,HG
11,5221000,5221000,7,-0.243045,OR51V1,SENS,BaTwa,Africa,HG
11,5313000,5313000,0,nan,OR51AB1P,SENS,BaTwa,Africa,HG
11,5323000,5323000,2,1.31176,OR51B4,SENS,BaTwa,Africa,HG
11,5336000,5336000,0,nan,OR51B3P,SENS,BaTwa,Africa,HG
11,5345000,5345000,5,1.31079,OR51B2,SENS,BaTwa,Africa,HG
11,5352000,5352000,0,nan,OR51B8P,SENS,BaTwa,Africa,HG
11,5364000,5364000,9,-0.509932,OR51B5,SENS,BaTwa,Africa,HG
11,5373000,5373000,15,2.79907,OR51B6,SENS,BaTwa,Africa,HG
11,5411000,5411000,5,2.54492,OR51M1,SENS,BaTwa,Africa,HG
11,5424000,5424000,12,-1.04017,OR51J1,SENS,BaTwa,Africa,HG
11,5444000,5444000,4,1.32002,OR51Q1,SENS,BaTwa,Africa,HG
11,5452000,5452000,0,nan,OR51K1P,SENS,BaTwa,Africa,HG
11,5462000,5462000,6,-1.0351,OR51I1,SENS,BaTwa,Africa,HG
11,5475000,5475000,7,-0.917826,OR51I2,SENS,BaTwa,Africa,HG
11,5490000,5490000,0,nan,OR51A10P,SENS,BaTwa,Africa,HG
11,5510000,5510000,7,1.17808,OR52D1,SENS,BaTwa,Africa,HG
11,5566000,5566000,10,1.38212,OR52H1,SENS,BaTwa,Africa,HG
11,5573000,5573000,0,nan,OR52H2P,SENS,BaTwa,Africa,HG
11,5583000,5583000,0,nan,OR52B5P,SENS,BaTwa,Africa,HG
11,5588000,5588000,0,nan,OR52T1P,SENS,BaTwa,Africa,HG
11,5603000,5603000,0,nan,OR52B6,SENS,BaTwa,Africa,HG
11,5741000,5741000,0,nan,OR52U1P,SENS,BaTwa,Africa,HG
11,5748000,5748000,0,nan,OR52P1P,SENS,BaTwa,Africa,HG
11,5758000,5758000,4,1.03989,OR56B1,SENS,BaTwa,Africa,HG
11,5776000,5776000,7,1.27033,OR52N4,SENS,BaTwa,Africa,HG
11,5787000,5787000,0,nan,OR56B2P,SENS,BaTwa,Africa,HG
11,5799000,5799000,4,-1.31021,OR52N5,SENS,BaTwa,Africa,HG
11,5810000,5810000,0,nan,OR52N1,SENS,BaTwa,Africa,HG
11,5822000,5822000,0,nan,OR52N3P,SENS,BaTwa,Africa,HG
11,5842000,5842000,8,-0.604231,OR52N2,SENS,BaTwa,Africa,HG
11,5863000,5863000,3,2.44046,OR52E6,SENS,BaTwa,Africa,HG
11,5878000,5878000,6,-1.99461,OR52E8,SENS,BaTwa,Africa,HG
11,5896000,5896000,0,nan,OR52E7P,SENS,BaTwa,Africa,HG
11,5906000,5906000,5,2.05416,OR52E4,SENS,BaTwa,Africa,HG
11,5925000,5925000,0,nan,OR52Q1P,SENS,BaTwa,Africa,HG
11,5969000,5969000,2,-1.1484,OR56A3,SENS,BaTwa,Africa,HG
11,5989000,5989000,0,nan,OR56A5,SENS,BaTwa,Africa,HG
11,6008000,6008000,0,nan,OR52L1,SENS,BaTwa,Africa,HG
11,6024000,6024000,0,nan,OR56A4,SENS,BaTwa,Africa,HG
11,6048000,6048000,2,-0.00583035,OR56A1,SENS,BaTwa,Africa,HG
11,6079000,6079000,0,nan,OR52L2P,SENS,BaTwa,Africa,HG
11,6089000,6089000,0,nan,OR52X1P,SENS,BaTwa,Africa,HG
11,6150000,6150000,4,0.591183,OR56B3P,SENS,BaTwa,Africa,HG
11,6173000,6173000,0,nan,OR52B1P,SENS,BaTwa,Africa,HG
11,6191000,6191000,3,-0.952752,OR52B2,SENS,BaTwa,Africa,HG
11,6790000,6790000,3,0.466356,OR2AG2,SENS,BaTwa,Africa,HG
11,6807000,6807000,0,nan,OR2AG1,SENS,BaTwa,Africa,HG
11,6816000,6816000,3,0.322837,OR6A2,SENS,BaTwa,Africa,HG
11,6867000,6867000,13,-0.98481,OR10A5,SENS,BaTwa,Africa,HG
11,6891000,6891000,7,0.280172,OR10A2,SENS,BaTwa,Africa,HG
11,6898000,6898000,8,-1.03579,OR10A4,SENS,BaTwa,Africa,HG
11,6913000,6913000,7,0.242943,OR2D2,SENS,BaTwa,Africa,HG
11,6943000,6943000,1,-0.536553,OR2D3,SENS,BaTwa,Africa,HG
11,7750000,7750000,0,nan,OR10AB1P,SENS,BaTwa,Africa,HG
11,7768000,7768000,0,nan,OR5P4P,SENS,BaTwa,Africa,HG
11,7795000,7795000,0,nan,OR5P1P,SENS,BaTwa,Africa,HG
11,7847000,7847000,2,0.336424,OR5P3,SENS,BaTwa,Africa,HG
11,7871000,7871000,0,nan,OR5E1P,SENS,BaTwa,Africa,HG
11,7950000,7950000,2,0.109164,OR10A6,SENS,BaTwa,Africa,HG
11,7961000,7961000,1,-0.800847,OR10A3,SENS,BaTwa,Africa,HG
11,15010000,15010000,0,nan,OR7E41P,SENS,BaTwa,Africa,HG
11,17074000,17074000,0,nan,OR7E14P,SENS,BaTwa,Africa,HG
11,29009000,29009000,0,nan,OR2BH1P,SENS,BaTwa,Africa,HG
11,48239000,48239000,3,0.272881,OR4B1,SENS,BaTwa,Africa,HG
11,48249000,48249000,0,nan,OR4B2P,SENS,BaTwa,Africa,HG
11,48267000,48267000,1,-0.838025,OR4X2,SENS,BaTwa,Africa,HG
11,48286000,48286000,4,-0.586483,OR4X1,SENS,BaTwa,Africa,HG
11,48328000,48328000,1,1.71026,OR4S1,SENS,BaTwa,Africa,HG
11,48347000,48347000,0,nan,OR4C3,SENS,BaTwa,Africa,HG
11,48367000,48367000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48367000,48367000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48368000,48368000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48368000,48368000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48369000,48369000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48369000,48369000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48370000,48370000,0,nan,OR4C45,SENS,BaTwa,Africa,HG
11,48370000,48370000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48371000,48371000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48371000,48371000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48372000,48372000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48372000,48372000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48373000,48373000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48373000,48373000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48374000,48374000,0,nan,OR4C4P,SENS,BaTwa,Africa,HG
11,48388000,48388000,0,nan,OR4C5,SENS,BaTwa,Africa,HG
11,48442000,48442000,0,nan,OR4C2P,SENS,BaTwa,Africa,HG
11,48454000,48454000,0,nan,OR4C10P,SENS,BaTwa,Africa,HG
11,48486000,48486000,0,nan,OR4C9P,SENS,BaTwa,Africa,HG
11,48508000,48508000,0,nan,OR4R1P,SENS,BaTwa,Africa,HG
11,48511000,48511000,1,-1.10533,OR4A47,SENS,BaTwa,Africa,HG
11,48514000,48514000,0,nan,OR4A48P,SENS,BaTwa,Africa,HG
11,48518000,48518000,0,nan,OR4A46P,SENS,BaTwa,Africa,HG
11,48534000,48534000,0,nan,OR4A40P,SENS,BaTwa,Africa,HG
11,48548000,48548000,0,nan,OR4A43P,SENS,BaTwa,Africa,HG
11,48601000,48601000,0,nan,OR4A45P,SENS,BaTwa,Africa,HG
11,48612000,48612000,0,nan,OR4A41P,SENS,BaTwa,Africa,HG
11,48632000,48632000,0,nan,OR4A42P,SENS,BaTwa,Africa,HG
11,48650000,48650000,0,nan,OR4A44P,SENS,BaTwa,Africa,HG
11,49920000,49920000,0,nan,OR4A1P,SENS,BaTwa,Africa,HG
11,49937000,49937000,0,nan,OR4A49P,SENS,BaTwa,Africa,HG
11,49942000,49942000,0,nan,OR4A19P,SENS,BaTwa,Africa,HG
11,49945000,49945000,0,nan,OR4R3P,SENS,BaTwa,Africa,HG
11,49974000,49974000,2,0.222016,OR4C13,SENS,BaTwa,Africa,HG
11,50004000,50004000,0,nan,OR4C12,SENS,BaTwa,Africa,HG
11,51394000,51394000,0,nan,OR4A6P,SENS,BaTwa,Africa,HG
11,51412000,51412000,2,0.475579,OR4A5,SENS,BaTwa,Africa,HG
11,51426000,51426000,0,nan,OR4A7P,SENS,BaTwa,Africa,HG
11,51436000,51436000,1,-0.860246,OR4A8P,SENS,BaTwa,Africa,HG
11,51456000,51456000,0,nan,OR4A3P,SENS,BaTwa,Africa,HG
11,51459000,51459000,0,nan,OR4A4P,SENS,BaTwa,Africa,HG
11,51462000,51462000,0,nan,OR4R2P,SENS,BaTwa,Africa,HG
11,51484000,51484000,0,nan,OR4C7P,SENS,BaTwa,Africa,HG
11,51516000,51516000,4,-0.250637,OR4C46,SENS,BaTwa,Africa,HG
11,51527000,51527000,0,nan,OR4C50P,SENS,BaTwa,Africa,HG
11,55094000,55094000,0,nan,OR4A12P,SENS,BaTwa,Africa,HG
11,55111000,55111000,53,-2.65563,OR4A16,SENS,BaTwa,Africa,HG
11,55136000,55136000,0,nan,OR4A15,SENS,BaTwa,Africa,HG
11,55212000,55212000,0,nan,OR4A17P,SENS,BaTwa,Africa,HG
11,55235000,55235000,0,nan,OR4A13P,SENS,BaTwa,Africa,HG
11,55259000,55259000,0,nan,OR4A21P,SENS,BaTwa,Africa,HG
11,55278000,55278000,0,nan,OR4C1P,SENS,BaTwa,Africa,HG
11,55305000,55305000,0,nan,OR4C14P,SENS,BaTwa,Africa,HG
11,55322000,55322000,5,-1.0908,OR4C15,SENS,BaTwa,Africa,HG
11,55340000,55340000,3,-0.36176,OR4C16,SENS,BaTwa,Africa,HG
11,55371000,55371000,6,-0.732068,OR4C11,SENS,BaTwa,Africa,HG
11,55406000,55406000,7,-1.10548,OR4P4,SENS,BaTwa,Africa,HG
11,55419000,55419000,4,-1.72683,OR4S2,SENS,BaTwa,Africa,HG
11,55433000,55433000,1,-0.476108,OR4C6,SENS,BaTwa,Africa,HG
11,55442000,55442000,0,nan,OR4V1P,SENS,BaTwa,Africa,HG
11,55451000,55451000,0,nan,OR4P1P,SENS,BaTwa,Africa,HG
11,55483000,55483000,0,nan,OR5D2P,SENS,BaTwa,Africa,HG
11,55494000,55494000,0,nan,OR5D3P,SENS,BaTwa,Africa,HG
11,55523000,55523000,0,nan,OR5D17P,SENS,BaTwa,Africa,HG
11,55541000,55541000,3,-0.115263,OR5D13,SENS,BaTwa,Africa,HG
11,55555000,55555000,0,nan,OR5D15P,SENS,BaTwa,Africa,HG
11,55579000,55579000,5,-0.681985,OR5L1,SENS,BaTwa,Africa,HG
11,55588000,55588000,0,nan,OR5D18,SENS,BaTwa,Africa,HG
11,55595000,55595000,7,0.971155,OR5L2,SENS,BaTwa,Africa,HG
11,55607000,55607000,3,-1.33744,OR5D16,SENS,BaTwa,Africa,HG
11,55671000,55671000,0,nan,OR5W1P,SENS,BaTwa,Africa,HG
11,55682000,55682000,0,nan,OR5W2,SENS,BaTwa,Africa,HG
11,55703000,55703000,4,-0.525109,OR5I1,SENS,BaTwa,Africa,HG
11,55716000,55716000,0,nan,OR10AF1P,SENS,BaTwa,Africa,HG
11,55725000,55725000,0,nan,OR10AK1P,SENS,BaTwa,Africa,HG
11,55747000,55747000,0,nan,OR7E5P,SENS,BaTwa,Africa,HG
11,55762000,55762000,0,nan,OR5F1,SENS,BaTwa,Africa,HG
11,55783000,55783000,0,nan,OR5F2P,SENS,BaTwa,Africa,HG
11,55798000,55798000,2,0.564562,OR5AS1,SENS,BaTwa,Africa,HG
11,55822000,55822000,0,nan,OR5AQ1P,SENS,BaTwa,Africa,HG
11,55839000,55839000,0,nan,OR5J1P,SENS,BaTwa,Africa,HG
11,55851000,55851000,0,nan,OR5BE1P,SENS,BaTwa,Africa,HG
11,55861000,55861000,2,-0.359589,OR8I2,SENS,BaTwa,Africa,HG
11,55873000,55873000,10,-1.93941,OR8H2,SENS,BaTwa,Africa,HG
11,55890000,55890000,8,-1.74762,OR8H3,SENS,BaTwa,Africa,HG
11,55905000,55905000,1,-0.860246,OR8J3,SENS,BaTwa,Africa,HG
11,55910000,55910000,0,nan,OR8K4P,SENS,BaTwa,Africa,HG
11,55927000,55927000,0,nan,OR8K5,SENS,BaTwa,Africa,HG
11,55933000,55933000,0,nan,OR5J7P,SENS,BaTwa,Africa,HG
11,55945000,55945000,0,nan,OR5J2,SENS,BaTwa,Africa,HG
11,55956000,55956000,0,nan,OR8V1P,SENS,BaTwa,Africa,HG
11,55979000,55979000,2,0.930073,OR8J2P,SENS,BaTwa,Africa,HG
11,56000000,56000000,3,0.105885,OR5T2,SENS,BaTwa,Africa,HG
11,56020000,56020000,6,-1.92667,OR5T3,SENS,BaTwa,Africa,HG
11,56044000,56044000,0,nan,OR5T1,SENS,BaTwa,Africa,HG
11,56058000,56058000,1,-1.11103,OR8H1,SENS,BaTwa,Africa,HG
11,56086000,56086000,2,0.567906,OR8K3,SENS,BaTwa,Africa,HG
11,56103000,56103000,0,nan,OR8K2P,SENS,BaTwa,Africa,HG
11,56114000,56114000,0,nan,OR8K1,SENS,BaTwa,Africa,HG
11,56128000,56128000,4,0.777616,OR8J1,SENS,BaTwa,Africa,HG
11,56144000,56144000,0,nan,OR8U1,SENS,BaTwa,Africa,HG
11,56150000,56150000,0,nan,OR8L1P,SENS,BaTwa,Africa,HG
11,56162000,56162000,0,nan,OR5AL2P,SENS,BaTwa,Africa,HG
11,56181000,56181000,0,nan,OR5AL1P,SENS,BaTwa,Africa,HG
11,56185000,56185000,7,1.45635,OR5R1,SENS,BaTwa,Africa,HG
11,56217000,56217000,0,nan,OR5M4P,SENS,BaTwa,Africa,HG
11,56230000,56230000,4,-0.116957,OR5M9,SENS,BaTwa,Africa,HG
11,56247000,56247000,0,nan,OR5M2P,SENS,BaTwa,Africa,HG
11,56258000,56258000,3,-1.32551,OR5M8,SENS,BaTwa,Africa,HG
11,56268000,56268000,0,nan,OR5M7P,SENS,BaTwa,Africa,HG
11,56280000,56280000,0,nan,OR5M6P,SENS,BaTwa,Africa,HG
11,56310000,56310000,4,-0.935548,OR5M11,SENS,BaTwa,Africa,HG
11,56345000,56345000,1,-1.11103,OR5M10,SENS,BaTwa,Africa,HG
11,56365000,56365000,0,nan,OR5M13P,SENS,BaTwa,Africa,HG
11,56388000,56388000,0,nan,OR5AM1P,SENS,BaTwa,Africa,HG
11,56397000,56397000,0,nan,OR5M12P,SENS,BaTwa,Africa,HG
11,56401000,56401000,0,nan,OR5AP1P,SENS,BaTwa,Africa,HG
11,56409000,56409000,1,1.12856,OR5AP2,SENS,BaTwa,Africa,HG
11,56432000,56432000,0,nan,OR5AR1,SENS,BaTwa,Africa,HG
11,56437000,56437000,0,nan,OR2AH1P,SENS,BaTwa,Africa,HG
11,56468000,56468000,31,3.53906,OR9G1,SENS,BaTwa,Africa,HG
11,56468000,56468000,31,3.53906,OR9G9,SENS,BaTwa,Africa,HG
11,56508000,56508000,4,0.59848,OR9G3P,SENS,BaTwa,Africa,HG
11,56511000,56511000,1,-0.787284,OR9G4,SENS,BaTwa,Africa,HG
11,56519000,56519000,0,nan,OR9G2P,SENS,BaTwa,Africa,HG
11,56543000,56543000,0,nan,OR5G1P,SENS,BaTwa,Africa,HG
11,56558000,56558000,0,nan,OR5G4P,SENS,BaTwa,Africa,HG
11,56570000,56570000,0,nan,OR5G5P,SENS,BaTwa,Africa,HG
11,56739000,56739000,0,nan,OR5AK3P,SENS,BaTwa,Africa,HG
11,56757000,56757000,3,-1.31399,OR5AK2,SENS,BaTwa,Africa,HG
11,56786000,56786000,0,nan,OR5AK1P,SENS,BaTwa,Africa,HG
11,56797000,56797000,0,nan,OR5BQ1P,SENS,BaTwa,Africa,HG
11,57634000,57634000,0,nan,OR5BA1P,SENS,BaTwa,Africa,HG
11,57685000,57685000,0,nan,OR5AZ1P,SENS,BaTwa,Africa,HG
11,57799000,57799000,1,0.975925,OR6Q1,SENS,BaTwa,Africa,HG
11,57845000,57845000,0,nan,OR9L1P,SENS,BaTwa,Africa,HG
11,57846000,57846000,0,nan,OR9L1P,SENS,BaTwa,Africa,HG
11,57877000,57877000,0,nan,OR9I3P,SENS,BaTwa,Africa,HG
11,57886000,57886000,1,-0.353561,OR9I1,SENS,BaTwa,Africa,HG
11,57912000,57912000,0,nan,OR9I2P,SENS,BaTwa,Africa,HG
11,57939000,57939000,0,nan,OR5BL1P,SENS,BaTwa,Africa,HG
11,57947000,57947000,2,-0.583471,OR9Q1,SENS,BaTwa,Africa,HG
11,57958000,57958000,1,-0.605596,OR9Q2,SENS,BaTwa,Africa,HG
11,57971000,57971000,4,-0.220859,OR1S2,SENS,BaTwa,Africa,HG
11,57983000,57983000,0,nan,OR1S1,SENS,BaTwa,Africa,HG
11,57996000,57996000,2,0.570762,OR10Q1,SENS,BaTwa,Africa,HG
11,58035000,58035000,0,nan,OR10W1,SENS,BaTwa,Africa,HG
